clip_id	split	folder	cat	item	source	start	end	duration	n_words	text	ipa	low_share	has_digits	has_latin	asr_ok	tts_ok
162_164350_0182	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1594.2	1597.05	2.85	17	"האט דער רבי אים געזאגט אז ס'איז דא א סגולה, איך מיין ס'שטייט פון די של""ה הקדוש,"	hut dɛr rˈɛbə ejm ɡəzˈuɡt az siz du a zɡˈilə, ix maːn sʃtajt fin də ʃlu hakˈudəʃ,	0.118	False	False	True	True
162_164350_0183	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1597.0	1607.35	10.35	28	"אז מ'זאל זאגן פאר מ'טרעט אויס שמונה עשרה די פסוק פון יהיו לרצון, זאל מען זאגן דארט קאפיטל קכ""א, ""שיר למעלות אשא עיני אל ההרים מאין יבא עזרי""."	az mzul zuɡn far mtrɛt oʊs ʃmˈɔjnə ˈɛʃrə də pˈusik fin ˈihji lˈɛruʦn, zul mɛn zuɡn dɔrt kˈapitl kif xuf ˈaləf, ʃir ləmˈɛlis ˈaʃa ˈajni al hhrim min ˈiba ˈɛzri	0.179	False	False	True	True
162_164350_0184	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1607.3	1614.05	6.75	26	"האט ער געזאגט מ'זאל זאגן דעם קאפיטל. האט דער בחור געפרעגט, ""רבי, ס'איז נישט צו א לאנגע קאפיטל?"" ער האט דאך נישט געוואוסט וועלכע קאפיטל ס'איז."	hut ɛr ɡəzˈuɡt mzul zuɡn dejm kˈapitl. hut dɛr bˈuxər ɡəfrˈɛɡt, rˈɛbə, siz niʃt ʦi a lˈanɡə kˈapitl ɛr hut dɔx niʃt ɡəvˈist vˈɛlxə kˈapitl siz.	0.154	False	False	True	True
162_164350_0185	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1614.0	1619.75	5.75	19	"האט אים דער סקולענער רבי זיך צעשמייכלט און געזאגט, ""דוד המלך האט אלעס געזען, אלעס געזען מיט רוח הקודש."	hut ejm dɛr skˈilənər rˈɛbə zix ʦəʃmˈajxlt in ɡəzˈuɡt, dˈuvid hamˈɛlɛx hut ˈaləs ɡəzˈejn, ˈaləs ɡəzˈejn mit rˈiəx hkidʃ.	0.053	False	False	True	True
162_164350_0186	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1619.7	1626.85	7.15	31	"ער האט געזען אז דו גייסט דארפן א שידוך, האט ער זיך שוין געזארגט פאר דעם, אז ער האט ספעציעל געמאכט א קורצע קאפיטל, ס'זאל נישט נעמען צו לאנג, א קליינטשיגע."""	ɛr hut ɡəzˈejn az di ɡajst daːfn a ʃˈidəx, hut ɛr zix ʃɔjn ɡəzˈarɡt far dejm, az ɛr hut sfˈɛʦiəl ɡəmˈaxt a kˈirʦə kˈapitl, szul niʃt nˈɛmən ʦi laːnɡ, a klˈajnʧiɡə	0.161	False	False	True	True
162_164350_0187	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1626.8	1632.05	5.25	13	האט ער אים געזאגט בדרך צחות אזא ווערטל, און געזונט געהאט יעדען יאר.	hut ɛr ejm ɡəzˈuɡt bˈɛdərəx ʦˈuxɔjs azˈa vɛrtl, in ɡəzˈint ɡəhˈat jˈɛdən jur.	0.077	False	False	True	True
162_164350_0188	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1632.0	1641.85	9.85	35	סאו, מ'וועט ארויפלייגן לכבוד דעם סקולענער יארצייט אין אלול, וואס איך האב געהערט כמה פעמים פון מיין טאטע זאל זיין געזונט, אז דער סקולענער רבי פלעגט זינגען דעם ניגון אין חודש אלול, דער נועם אליעזר.	sɔ, mvɛt arˈoʊflajɡn lxbid dejm skˈilənər jˈurʦajt in ˈɛləl, vus ix hub ɡəhˈirt kˈamə pəˈumim fin maːn tˈatə zul zaːn ɡəzˈint, az dɛr skˈilənər rˈɛbə flɛɡt zˈinɡən dejm niɡn in xˈɔjdəʃ ˈɛləl, dɛr nˈiəm əlˈiəzər.	0.029	False	False	True	True
162_164350_0189	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1641.8	1654.15	12.35	34	ס'איז דא א באקאנטע ניגון, ס'איז נישט קיין סקולענער ניגון, ס'איז פון רבי יחיאל קרילעוויצער, וואס איז געווען דער רבי, איינער פון די רבי'ס פון זיין טאטע, רבי ישראל אברהם, דער ערשטער סקולענער רבי.	siz du a bakˈantə niɡn, siz niʃt kan skˈilənər niɡn, siz fin rˈɛbə jxˈiajl krˈiləviʦər, vus iz ɡəvˈejn dɛr rˈɛbə, ˈajnər fin də rbis fin zaːn tˈatə, rˈɛbə jisrˈuəl ˈavrum, dɛr ˈɛrʃtər skˈilənər rˈɛbə.	0.088	False	False	True	True
162_164350_0190	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1654.1	1661.65	7.55	21	"און ער האט געמאכט א ניגון, ""תפן עלינו ברחמים"", וואס דער סקולענער רבי פלעגט זיך אסאך קאכן חודש אלול מיט דעם."	in ɛr hut ɡəmˈaxt a niɡn, tˈajfən ulˈajni braxˈamim vus dɛr skˈilənər rˈɛbə flɛɡt zix ˈasax kaxn xˈɔjdəʃ ˈɛləl mit dejm.	0.238	False	False	True	True
162_164350_0191	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1661.6	1664.55	2.95	5	אוי, ס'האט ממש הימלישע תנועות.	ɔj, səhˈut mˈamiʃ hˈimliʃə tniˈɛɔjs.	0.2	False	False	True	True
162_164350_0192	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1664.5	1677.35	12.85	8	"""תפן אלינו אוי ברחמים, כי אתה בעל הרחמים""."	tˈajfən ˈalini ɔj braxˈamim, ki ˈatu baːl huraxˈamim	0.625	False	False	True	False
162_164350_0193	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1677.3	1682.65	5.35	21	און אויף א סקולענער פארברענג פון ימים נוראים זינגען זיי עס אזוי שיין אראפ, אזוי ווארעם, ס'איז דאך אזא מורא'דיגע ניגון.	in oʊf a skˈilənər farbrˈɛnɡ fin ˈimim nˈiraːm zˈinɡən zaj ɛs azˈɔj ʃajn arˈup, azˈɔj vˈarəm, siz dɔx azˈa mˈiradiɡə niɡn.	0.238	False	False	True	True
162_164350_0194	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1682.6	1689.35	6.75	18	סאו לכבוד דעם סקולענער יארצייט, און ס'שטימט נאך מיט חודש אלול אויכעט, מורא'דיגע דערהויבענע ניגון פון א צדיק.	sɔ lxbid dejm skˈilənər jˈurʦajt, in sʃtimt nux mit xˈɔjdəʃ ˈɛləl ˈɔjxət, mˈiradiɡə dˈɛrhɔjbənə niɡn fin a ʦˈadik.	0.167	False	False	True	True
162_164350_0195	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1689.3	1699.55	10.25	11	און מיר וועלן עס דא ארויפלייגן, און ווער ס'וויל אריינרופן, [KMVLV@gmail.com](mailto:KMVLV@gmail.com), אדער 845-554-0338.	in mir vɛln ɛs du arˈoʊflajɡn, in vɛr svil arˈaːnrifn, ˈɔdər	0.091	True	True	False	False
162_164350_0196	train	shabbos_pekl_162	162	164350	162_164350_שבת פעקל - וועלוול פעלדמאן	1699.5	2024.0	324.5	17	554-0338, און האטס מיר אלע א לעכטיגן הייליגן שבת קודש מיט אלע השפעות טובות, און א לעכטיגן חודש.	in haʦ mir ˈalə a lˈɛxtiɡn hˈajliɡn ʃˈabəs kˈɔjdəʃ mit ˈalə haʃpˈuɔjs tˈɔjvɔjs, in a lˈɛxtiɡn xˈɔjdəʃ.	0.294	True	False	False	False
162_165015_0000	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	1.2	7.85	6.65	12	"בשם ה' נעשה ונצליח. האלט מען דא פרשת כי תצא תשפ""ו לפ""ק."	bʃajm haj nˈɛʃə vnaʦlˈixa. halt mɛn du pˈarʃis ki tˈajʦaj tuf ʃin paj vuv lˈaməd paj kif.	0.5	False	False	True	False
162_165015_0001	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	7.8	11.85	4.05	5	כי תצא, א ריזיגע פרשה.	ki tˈajʦaj, a rˈiziɡə pˈarʃə.	0.4	False	False	True	False
162_165015_0002	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	11.8	24.15	12.35	41	אויב איך מאך נישט קיין טעות, קען זיין איך מאך יא א טעות, איז כי תצא די סדרה וואס האט די מערסטע מצוות אין לא תעשה'ס און עשה'ס, אדער איינס פארדעם, איינע פון די גרעסטע וואס האט אזויפיל ארומגענומען מיט מצוות.	ɔjb ix max niʃt kan tˈuəs, kɛn zaːn ix max ju a tˈuəs, iz ki tˈajʦaj də sˈidrə vus hut də mˈɛrstə mˈiʦvɔjs in lɔj taˈasɛhs in ɛʃhs, ˈɔdər ajns fardˈejm, ˈajnə fin də ɡrˈɛstə vus hut ˈazɔjfil arˈimɡənimən mit mˈiʦvɔjs.	0.195	False	False	True	True
162_165015_0003	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	24.1	30.95	6.85	11	מ'גרייט זיך דא אין דעם חודש אלול יעצט, מ'זוכט דאך זכותים.	mɡrajt zix du in dejm xˈɔjdəʃ ˈɛləl jɛʦt, mzixt dɔx zxˈisim.	0.091	False	False	True	True
162_165015_0004	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	30.9	39.65	8.75	26	"דער הייליגער רוז'ינער, זיין אייניקל, דער פאשקאנער רבי משה יהודה לייב פון פאשקאן האט נאכגעזאגט אז דער פסוק זאגט ""מצא אשה מצא טוב ויפק רצון מה'""."	dɛr hˈajliɡər rˈizinər, zaːn ˈajnikl, dɛr faʃkˈanər rˈɛbə mˈɔjʃə jəhˈidə lajb fin fˈaʃkan hut nˈuxɡəzuɡt az dɛr pˈusik zuɡt mʦa ˈaʃə mʦa tɔjv ɔjfk ruʦn mɛ	0.308	False	False	True	False
162_165015_0005	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	39.6	49.05	9.45	30	יא, דאס הייבט מען אן ביי יעדע טרוים צו ליינען דעם טרוים אין דעם פסוק אין משלי. זאגט ער, אלול איז דאך דער מזל פון בתולה, א מיידל, אן אשה.	ju, dus hajbt mɛn un baː jˈɛdə trɔjm ʦi lˈajnən dejm trɔjm in dejm pˈusik in mˈiʃlə. zuɡt ɛr, ˈɛləl iz dɔx dɛr mazl fin bsˈilə, a majdl, un ˈaʃə.	0.1	False	False	True	True
162_165015_0006	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	49.0	58.65	9.65	30	מצא אשה? ווען מ'געפינט זיך אין חודש אלול, מ'טרעפט זיך מיט דעם בתולה, מיט דעם חודש אלול, מצא טוב, דעמאלטס איז א גוטע צייט, דער אייבערשטער איז נאנט צו אונז.	mʦa ˈaʃə ? vɛn mɡəfˈint zix in xˈɔjdəʃ ˈɛləl, mtrɛft zix mit dejm bsˈilə, mit dejm xˈɔjdəʃ ˈɛləl, mʦa tɔjv, dˈɛmalʦ iz a ɡˈitə ʦaːt, dɛr ˈajbərʃtər iz nant ʦi inz.	0.333	False	False	True	False
162_165015_0007	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	58.6	63.15	4.55	14	יא, דאס איז דאך א מורא'דיגע זאך, מצא אשה מצא טוב, ויפק רצון מה'.	ju, dus iz dɔx a mˈiradiɡə zax, mʦa ˈaʃə mʦa tɔjv, ɔjfk ruʦn mɛ	0.5	False	False	True	False
162_165015_0008	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	63.1	68.95	5.85	15	ס'קומט ארויס רצון מה', ווייל די טעג ווערן דאך אנגערופן ימי רחמים ורצון, געבענטשטע טעג.	skimt arˈoʊs ruʦn mɛ vaːl də tejɡ virn dɔx ˈunɡərifn jˈɛmaj raxˈamim ˈirʦin, ɡəbˈɛnʧtə tejɡ.	0.133	False	False	True	True
162_165015_0009	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	68.9	80.45	11.55	27	אזא גוטע זאך, מצא אשה מצא טוב ויפק רצון מה', ס'קומט אזא ימי רחמים ורצון פונעם הייליגן באשעפער, ער ווערט נאנט צו אונז, אני לדודי ודודי לי.	azˈa ɡˈitə zax, mʦa ˈaʃə mʦa tɔjv ɔjfk ruʦn mɛ skimt azˈa jˈɛmaj raxˈamim ˈirʦin fˈinəm hˈajliɡn baʃˈɛfər, ɛr virt nant ʦi inz, ˈani ldˈidi ˈididi li.	0.296	False	False	True	True
162_165015_0010	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	80.4	89.55	9.15	27	"דער מנחת אלעזר ברענגט דארטן אין ספר שערי יששכר, ער ברענגט דארט א מורא'דיגע זאך, די גמרא זאגט אז ביי א חתן כלה נותנין לבתולה י""ב חודש."	dɛr mˈinxas ˈaluzr brɛnɡt dɔrtn in sˈajfər ʃˈɛri jˈisusxər, ɛr brɛnɡt dɔrt a mˈiradiɡə zax, də ɡəmˈurə zuɡt az baː a xusn kˈalə nˈɔjsənajən ləbsˈilə jid bajs xˈɔjdəʃ.	0.259	False	False	True	True
162_165015_0011	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	89.5	99.05	9.55	35	מ'געבט פאר א מיידל צוועלף חדשים זיך צו גרייטן צו די חתונה. אזוי פלעגט זיין פארצייטנס, ס'איז געווען צוועלף חדשים, מ'האט געווארט א יאר פון ווען מ'איז געווארן א חתן כלה ביז מ'האט חתונה געהאט.	mɡɛbt far a majdl ʦvɛlf xadˈuʃim zix ʦi ɡrajtn ʦi də xˈasənə. azˈɔj flɛɡt zaːn farʦˈajtns, siz ɡəvˈejn ʦvɛlf xadˈuʃim, mhut ɡəvˈɔrt a jur fin vɛn miz ɡəvˈɔrn a xusn kˈalə biz mhut xˈasənə ɡəhˈat.	0.2	False	False	True	True
162_165015_0012	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	99.0	108.75	9.75	28	"אזוי זאגט די גמרא. זאגט ער די זעלבע זאך, בתולה איז דאך דער מזל פון אלול. נותנין לבתולה, מ'געבט פאר דעם חודש בתולה, דעם חודש אלול, י""ב חודש."	azˈɔj zuɡt də ɡəmˈurə. zuɡt ɛr də zˈɛlbə zax, bsˈilə iz dɔx dɛr mazl fin ˈɛləl. nˈɔjsənajən ləbsˈilə, mɡɛbt far dejm xˈɔjdəʃ bsˈilə, dejm xˈɔjdəʃ ˈɛləl, jid bajs xˈɔjdəʃ.	0.179	False	False	True	True
162_165015_0013	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	108.7	112.85	4.15	15	מ'געבט אין דעם חודש די כח פון אלע צוועלף חדשים פון די יאר. מורא'דיגע ווערטער.	mɡɛbt in dejm xˈɔjdəʃ də kˈɔjəx fin ˈalə ʦvɛlf xadˈuʃim fin də jur. mˈiradiɡə vˈɛrtər.	0.133	False	False	True	True
162_165015_0014	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	112.8	118.95	6.15	13	חודש אלול האט אין זיך די, אזוי ווי די סענס פון אלע חדשים.	xˈɔjdəʃ ˈɛləl hut in zix də, azˈɔj vi də sɛns fin ˈalə xadˈuʃim.	0.0	False	False	True	True
162_165015_0015	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	118.9	129.75	10.85	38	ס'ליגט אין דעם די כח פון פסח, פון שבועות, פון סוכות, פון ראש השנה, יום כיפור, חנוכה, פורים, אלע זמן רצון וואס מ'קען פועל'ן און מ'קען זיך אויסבעטן א גאנץ יאר, זאמלט זיך צוזאמען אין דעם חודש אלול.	sliɡt in dejm də kˈɔjəx fin pˈajsəx, fin ʃvˈiəs, fin sˈikəs, fin rɔjʃ haʃˈunə, jɔjm xifˈir, xˈanikə, pˈirim, ˈalə zman ruʦn vus mˈɛkən fˈiəln in mˈɛkən zix ˈoʊzbejtn a ɡanʦ jur, zamlt zix ʦizˈamən in dejm xˈɔjdəʃ ˈɛləl.	0.132	False	False	True	True
162_165015_0016	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	129.7	138.85	9.15	23	נותן לו בתולה. י' ווייסט אז כאטש מ'געבט אין דעם חודש אלול די גאנצע יאר, אלע ימי רחמים ורצון פונעם יאר. מורא'דיגע ווערטער.	nˈɔjsajn li bsˈilə. jid vajst az xɔʧ mɡɛbt in dejm xˈɔjdəʃ ˈɛləl də ɡˈanʦə jur, ˈalə jˈɛmaj raxˈamim ˈirʦin fˈinəm jur. mˈiradiɡə vˈɛrtər.	0.217	False	False	True	True
162_165015_0017	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	138.8	148.05	9.25	15	כי תצא למלחמה על אויביך, זאגט די פרשה, לא דברה תורה אלא כנגד יצר הרע.	ki tˈajʦaj lamilxˈumə al ˈɔjbix, zuɡt də pˈarʃə, lɔj dəbˈurə tˈɔjrə ˈala knˈɛɡəd iʦr hrə.	0.4	False	False	True	False
162_165015_0018	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	148.0	157.95	9.95	32	די תורה האט גערעדט נאר קעגן די יצר הרע, אז אויב וועט ער נישט מתיר זיין די אשת יפת תואר בהיתר, וועט ער חלילה גיין באיסור. יא, דו גייסט ארויס אין מלחמה,	də tˈɔjrə hut ɡərˈɛt nɔr kejɡn də iʦr hrə, az ɔjb vɛt ɛr niʃt mˈatir zaːn də ˈajʃəs jˈɛfəs tvar bˈɛhətər, vɛt ɛr xalˈilə ɡajn bˈɛjisər. ju, di ɡajst arˈoʊs in milxˈumə,	0.094	False	False	True	True
162_165015_0019	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	157.9	166.15	8.25	37	דו טרעפסט דארט א פרוי וואס דו ווילסט חתונה האבן, א גוי'טע, געבט דיר די תורה א היתר וואס דו זאלסט טון צו קענען חתונה האבן מיט איר, ווייל אויב ער גייט דיר עס נישט מתיר זיין,	di trɛfst dɔrt a frɔj vus di vilst xˈasənə hubn, a ɡˈɔjtə, ɡɛbt dir də tˈɔjrə a hajˈusajr vus di zulst tin ʦi kˈɛnən xˈasənə hubn mit ir, vaːl ɔjb ɛr ɡajt dir ɛs niʃt mˈatir zaːn,	0.189	False	False	True	True
162_165015_0020	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	166.1	173.15	7.05	17	"זאגט רש""י, וועסטו מוזן, וועט ער נאך חתונה האבן באיסור. לא דברה תורה אלא כנגד יצר הרע."	zuɡt rˈaʃi, vˈɛsti mizn, vɛt ɛr nux xˈasənə hubn bˈɛjisər. lɔj dəbˈurə tˈɔjrə ˈala knˈɛɡəd iʦr hrə.	0.235	False	False	True	True
162_165015_0021	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	173.1	180.65	7.55	13	"און זייער אסאך פרעגן די קשיא, דער הייליגער רבי יהודה אסאד זצ""ל פרעגט,"	in zˈajər ˈasax frɛɡn də kˈaʃə, dɛr hˈajliɡər rˈɛbə jəhˈidə ˈasad zaʦˈal frɛɡt,	0.231	False	False	True	True
162_165015_0022	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	180.6	190.05	9.45	13	וואס הייסט לא דברה תורה כנגד יצר הרע? ס'איז עפעס א תירוץ יעצט?	vus hajst lɔj dəbˈurə tˈɔjrə knˈɛɡəd iʦr hrə ? siz ˈɛpəs a tˈɛrəʦ jɛʦt ?	0.231	False	False	True	True
162_165015_0023	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	190.0	194.25	4.25	11	יעדער מענטש גייט יעצט קענען טון אלע עבירות אין די תורה,	jˈɛdər mɛnʧ ɡajt jɛʦt kˈɛnən tin ˈalə avˈajrɔjs in də tˈɔjrə,	0.091	False	False	True	True
162_165015_0024	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	194.2	202.65	8.45	17	ווייל אויב דו וועסט מיר נישט לאזן טון בהיתר וועל איך עס טון באיסור? איך פארשטיי נישט,	vaːl ɔjb di vɛst mir niʃt luzn tin bˈɛhətər vɛl ix ɛs tin bˈɛjisər ? ix farʃtˈaj niʃt,	0.059	False	False	True	True
162_165015_0025	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	202.6	208.45	5.85	30	די תורה האט דאך גע'אסר'ט זאכן. וואס זאגסטו מיר אז איך מוז דיר געבן יעצט א היתר, ווייל אויב איך געב דיר נישט די היתר וועט ער עס טון באיסור?	də tˈɔjrə hut dɔx ɡəˈasrt zaxn. vus zˈaɡsti mir az ix miz dir ɡejbn jɛʦt a hajˈusajr, vaːl ɔjb ix ɡɛb dir niʃt də hajˈusajr vɛt ɛr ɛs tin bˈɛjisər ?	0.167	False	False	True	True
162_165015_0026	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	208.4	212.35	3.95	1	יא.	ju.	0.0	False	False	True	True
162_165015_0027	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	212.3	220.35	8.05	18	זאגט ער אז די ענין פון יפת תואר שטייט שוין אין אור החיים הקדוש, אין הייליגן אור החיים,	zuɡt ɛr az də ˈinjən fin jˈɛfəs tvar ʃtajt ʃɔjn in ɔjr haxˈajim hakˈudəʃ, in hˈajliɡn ɔjr haxˈajim,	0.167	False	False	True	True
162_165015_0028	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	220.3	225.15	4.85	11	ער ברענגט פון די חכמי אמת, ברענגט דער רבי יהודה אסאד,	ɛr brɛnɡt fin də xˈaxmaj ˈɛməs, brɛnɡt dɛr rˈɛbə jəhˈidə ˈasad,	0.182	False	False	True	True
162_165015_0029	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	225.1	234.45	9.35	26	דער אור החיים הקדוש איז זייער קלאר מבאר אז דאס זענען הויכע נשמות, וואס די נשמות זענען געלעגן אין די קליפות וואס מ'דארף ארויסנעמען פון דארט,	dɛr ɔjr haxˈajim hakˈudəʃ iz zˈajər klur mbar az dus zˈɛnən hˈɔjxə nʃˈumɔjs, vus də nʃˈumɔjs zˈɛnən ɡəlˈɛɡn in də klˈipɔjs vus mdaf arˈoʊsnəmən fin dɔrt,	0.192	False	False	True	True
162_165015_0030	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	234.4	242.15	7.75	19	מ'דארף ארויסנעמען די ניצוצות פון די נישט גוטע פלעצער. האט דער אייבערשטער צוגעפירט אז ס'זאל גיין אויף דעם אופן,	mdaf arˈoʊsnəmən də niʦˈɔjʦɔjs fin də niʃt ɡˈitə plˈɛʦər. hut dɛr ˈajbərʃtər ʦˈiɡəfirt az szul ɡajn oʊf dejm ɔjfn,	0.105	False	False	True	True
162_165015_0031	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	242.1	250.05	7.95	22	אז דו זאלסט טרעפן דארט א פרוי וואס דו זאלסט חתונה האבן מיט איר און ארויסנעמען די ניצוצות הקדושה פון די קליפות.	az di zulst trɛfn dɔrt a frɔj vus di zulst xˈasənə hubn mit ir in arˈoʊsnəmən də niʦˈɔjʦɔjs hkdˈiʃə fin də klˈipɔjs.	0.182	False	False	True	True
162_165015_0032	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	250.0	258.25	8.25	37	"אבער צו טון אזא זאך דארף מען זיין א בעל מדרגה. מ'קען נישט זיין סתם א שובבי""ם און זאגן, אה, איך גיי חתונה האבן מיט א גוי'טע ווייל איך דארף ארויסנעמען די ניצוצות הקדושה פון די קליפה."	ˈɔbər ʦi tin azˈa zax daf mɛn zaːn a baːl madrˈajɡə. mˈɛkən niʃt zaːn stam a ʃin vuv bajs bajs jid mɛm in zuɡn, a, ix ɡaj xˈasənə hubn mit a ɡˈɔjtə vaːl ix daf arˈoʊsnəmən də niʦˈɔjʦɔjs hkdˈiʃə fin də klˈipə.	0.162	False	False	True	True
162_165015_0033	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	258.2	265.65	7.45	11	דאס האט דאך סתם נאריש גערעדט, מ'דארף זיין א בעל מדרגה.	dus hut dɔx stam nˈariʃ ɡərˈɛt, mdaf zaːn a baːl madrˈajɡə.	0.182	False	False	True	True
162_165015_0034	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	265.6	275.05	9.45	27	יא, דוד המלך און שלמה המלך האבן חתונה געהאט מיט א יפת תואר, זיי האבן געוואוסט וויאזוי מען טוט די זאך. ס'איז אן ענין פון בירור הניצוצות,	ju, dˈuvid hamˈɛlɛx in ʃlˈɔjmə hamˈɛlɛx hubn xˈasənə ɡəhˈat mit a jˈɛfəs tvar, zaj hubn ɡəvˈist vizˈɔj mɛn tit də zax. siz un ˈinjən fin birˈir haniʦˈɔjʦɔjs,	0.222	False	False	True	True
162_165015_0035	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	275.0	283.65	8.65	27	יא, און ס'איז מקרב די גאולה, אבער ס'איז נישט קיין פשוט'ע זאך. איז די תורה וויל דיר זאגן, זאלסט נעמען די יפת תואר פאר די ריכטיגע כוונה.	ju, in siz mikˈɛrəv də ɡˈulə, ˈɔbər siz niʃt kan pˈiʃətə zax. iz də tˈɔjrə vil dir zuɡn, zulst nˈɛmən də jˈɛfəs tvar far də rˈixtiɡə kavˈunə.	0.111	False	False	True	True
162_165015_0036	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	283.6	292.65	9.05	34	"אז דו ביסט א געהויבענער איד, קען מען עס טון מיט די ריכטיגע כוונה. און רש""י וויל ארויסברענגען דא די ווערטער, לא דברה תורה, דער אייבערשטער האט גערעדט די גאנצע מצוה פון יפת תואר,"	az di bist a ɡəhˈɔjbənər jid, kɛn mɛn ɛs tin mit də rˈixtiɡə kavˈunə. in rˈaʃi vil arˈoʊzbrejnɡən du də vˈɛrtər, lɔj dəbˈurə tˈɔjrə, dɛr ˈajbərʃtər hut ɡərˈɛt də ɡˈanʦə mˈiʦvə fin jˈɛfəs tvar,	0.147	False	False	True	True
162_165015_0037	train	shabbos_pekl_162	162	165015	162_165015_שבת פעקל - וועלוול פעלדמאן	292.6	301.45	8.85	27	אלא כנגד יצר הרע, נאר וועגן די יצר הרע, ארויסצונעמען די קליפות פון די יצר הרע, ארויסצונעמען די נשמות, מיין איך צו זאגן, פון די יצר הרע,	ˈala knˈɛɡəd iʦr hrə, nɔr vejɡn də iʦr hrə, arˈoʊsʦinəmən də klˈipɔjs fin də iʦr hrə, arˈoʊsʦinəmən də nʃˈumɔjs, maːn ix ʦi zuɡn, fin də iʦr hrə,	0.222	False	False	True	True
